STATION_CODE,STATION_NAME,DIVISION,ZONE,DISTRICT,STATE,WORKING HOURS FROM,WORKING HOURS TO,TERMINAL TYPE,AVG. RAKES HANDLING,LINE COUNT,HANDLING TYPE,WAREHOUSE_AVAILABLE (YES/NO),OWNER,ASSOCIATED WEIGHBRIDGE,ALTERNATE WEIGHBRIDGE,TANK HANDLING (YES/NO),LATITUDE,LONGITUDE
BVM,BAYYAVARAM,BZA,SC,VISAKHAPATANAM,ANDHRA PRADESH,00:00,23:59,GOODS-SHED,9.7,1.0,MANUAL,N,IR,,,N,17.659955,82.930508
BVRM,BHIMAVARAM JN.,BZA,SC,WEST GODAVARI,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,1.2,1.0,MANUAL,N,IR,,,N,16.543342,81.538735
CLX,CHIRALA,BZA,SC,PRAKASAM,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,5.5,1.0,MANUAL,N,IR,,,N,15.83155,80.35442
DWP,DWARAPUDI,BZA,SC,EAST GODAVARI,ANDHRA PRADESH,00:00,23:59,CRT,2.5,1.0,MANUAL,N,IR,,,N,16.927461,81.920976
EE,ELURU,BZA,SC,WEST GODAVARI,ANDHRA PRADESH,06:00,22:00,CRT,1.7,1.0,MANUAL,N,IR,,,N,16.718133,81.119936
FCBG,"FOOD CORPORATION OF INDIA, NUZVID",BZA,SC,KRISHNA,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,1.8,3.0,MANUAL,Y,FCI,,,N,16.650131,80.961728
FCGS,"FOOD CORP. OF INDIA, KRISHANA CANAL",BZA,SC,GUNTUR,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,6.5,3.0,MANUAL,Y,FCI,,,N,16.477572,80.604973
FCGV,"FOOD CORP. OF INDIA, GUDIVADA",BZA,SC,KRISHNA,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,9.6,3.0,MANUAL,Y,FCI,,,N,16.430158,80.987864
FCIR,FOOD CORP. OF INDIA  RAJAHMUNDRY,BZA,SC,EAST GODAVARI,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,4.3,2.0,MANUAL,Y,FCI,RRI,,N,16.984459,81.784201
FCIT,M/S FCI VENKATACHALEM,BZA,SC,SPSR NELLORE,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,4.7,2.0,MANUAL,Y,FCI,,,N,14.326846,79.92691
FCPA,"FOOD CORP. OF INDIA, PENNADA AGRAHARAM",BZA,SC,WEST GODAVARI,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,4.6,3.0,MANUAL,Y,FCI,,,N,16.541636,81.577992
FCST,"FOOD CORP. OF INDIA, SAMALKOT",BZA,SC,EAST GODAVARI,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,8.6,1.0,MANUAL,Y,FCI,,,N,17.045297,82.169194
GDV,GUDIVADA JN.,BZA,SC,KRISHNA,ANDHRA PRADESH,06:00,22:00,CRT,7.6,1.0,MANUAL,N,IR,,,N,16.430557,80.987999
IOCD,"IOC / BPC LTD., SURAREDDIPALEM",BZA,SC,PRAKASAM,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,5.3,1.0,MECHANICAL,N,IOC,,,Y,15.407761,80.045872
KCC,KRISHANA CANAL JN.,BZA,SC,GUNTUR,ANDHRA PRADESH,06:00,22:00,CRT,2.9,,MANUAL,N,IR,,,Y,16.476989,80.605615
KI,KONDAPALLI,BZA,SC,KRISHNA,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,6.8,1.0,MANUAL,N,IR,,,N,16.623535,80.54698
KNGK,KAKINADA NEW GOODS COMPLEX,BZA,SC,EAST GODAVARI,ANDHRA PRADESH,00:00,23:59,CRT,9.5,2.0,MANUAL,N,IR,,,Y,16.955624,82.240477
KSLK,KAKINADA SEA PORT LTD.,BZA,SC,EAST GODAVARI,ANDHRA PRADESH,00:00,23:59,PRVT-SDNG,6.9,12.0,MANUAL,N,KNSL,,,Y,16.955624,82.240477
KVR,KOVVUR,BZA,SC,WEST GODAVARI,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,1.5,2.0,MANUAL,N,IR,,,N,17.007209,81.727131
MBL,MANUBOLU,BZA,SC,SPSR NELLORE,ANDHRA PRADESH,06:00,22:00,CRT,7.3,1.0,MANUAL,N,IR,,,N,14.226544,79.877573
MMHR,M/S MY HOME INDUSTRIES PRIVATE LIMITED,BZA,SC,VISAKHAPATANAM,ANDHRA PRADESH,,,PRVT-SDNG,6.5,4.0,MECHANICAL,Y,IR,,,N,17.505371,82.790437
MNCK,Nagarjuna Cement Ltd. Sdng,BZA,SC,KRISHNA,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,9.5,2.0,MECHANICAL,N,NCLI,,,N,16.623856,80.546522
MRCN,M/S RAMCO CEMENTS LTD. SIDING SERVED BY NARASINGAPALLI,BZA,SC,VISAKHAPATANAM,ANDHRA PRADESH,,,PRVT-SDNG,8.8,4.0,MECHANICAL,Y,RAMC,,,N,17.606271,82.890558
MTM,MACHILIPATNAM,BZA,SC,KRISHNA,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,2.7,1.0,MANUAL,N,IR,,,N,16.171648,81.138153
NDD,NIDADAVOLU JN.,BZA,SC,WEST GODAVARI,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,6.0,1.0,MANUAL,N,IR,,,N,16.89764,81.67466
NDM,NIDAMANURU,BZA,SC,KRISHNA,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,8.4,1.0,MANUAL,N,IR,,,N,16.507491,80.730897
NGFS,"NAGARJUNA FERTILIZERS,  KAKINADA PORT AND CHEMICALS LTD.,",BZA,SC,EAST GODAVARI,ANDHRA PRADESH,00:00,23:59,PRVT-SDNG,9.3,7.0,MANUAL,N,NAFC,,,N,16.955624,82.240477
NGPM,NIDUGUNTAPALEM,BZA,SC,SPSR NELLORE,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,2.5,1.0,MANUAL,N,IR,,,N,14.2642166,80.0059
NZD,NUZVID,BZA,SC,KRISHNA,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,2.3,1.0,MANUAL,N,IR,,,N,16.65037,80.96217
OGL,ONGOLE,BZA,SC,PRAKASAM,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,7.0,2.0,MANUAL,N,IR,,,N,15.497819,80.057353
PGFC,M/S. COROMANDEL INTERNATIONAL LIMITED,BZA,SC,EAST GODAVARI,ANDHRA PRADESH,00:00,23:59,PRVT-SDNG,3.0,5.0,MANUAL,N,CFL,,,N,16.955624,82.240477
PGU,PADUGUPADU,BZA,SC,SPSR NELLORE,ANDHRA PRADESH,00:00,23:59,CRT,6.3,2.0,MANUAL,N,IR,,,N,14.49808,79.99023
PKO,PALAKOLLU,BZA,SC,WEST GODAVARI,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,5.5,1.0,MANUAL,N,IR,,,N,16.521623,81.717109
REG,REGUPALEM,BZA,SC,VISAKHAPATANAM,ANDHRA PRADESH,,,GOODS-SHED,1.0,1.0,MANUAL,N,IR,,,N,17.505352,82.790575
RJY,RAJAHMUNDRY,BZA,SC,EAST GODAVARI,ANDHRA PRADESH,00:00,23:59,CRT,4.5,1.0,MANUAL,N,IR,,,N,16.98466,81.78402
RVD,RAVIKAMPADU,BZA,SC,EAST GODAVARI,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,9.6,1.0,MANUAL,N,IR,,,N,17.2293,82.367
RYP,RAYANAPADU,BZA,SC,KRISHNA,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,4.9,1.0,MANUAL,N,IR,,,N,16.57843,80.56127
SDM,SURAREDDIPALEM,BZA,SC,PRAKASAM,ANDHRA PRADESH,00:00,23:59,GOODS-SHED,2.2,2.0,MECHANICAL,N,IR,,,N,15.407458,80.046043
SKM,SINGARAYAKONDA,BZA,SC,PRAKASAM,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,1.6,1.0,MANUAL,N,IR,,,N,15.252292,80.026387
SLO,SAMALKOT JN.,BZA,SC,EAST GODAVARI,ANDHRA PRADESH,06:00,22:00,CRT,7.8,1.5,MANUAL,N,IR,,,N,17.045,82.16916667
TDD,TADEPALLI GUDEM,BZA,SC,WEST GODAVARI,ANDHRA PRADESH,00:00,23:59,CRT,4.5,2.0,MANUAL,N,IR,,,N,16.809841,81.526194
TEL,TENALI JN.,BZA,SC,GUNTUR,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,1.8,1.0,MANUAL,N,IR,,,N,16.242011,80.640217
TISM,THE TATA IRON AND STEEL CO.LTD GANNAVARAM,BZA,SC,KRISHNA,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,6.7,1.0,MECHANICAL,Y,TISC,,,N,16.556199,80.796075
TNKU,TANUKU,BZA,SC,WEST GODAVARI,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,6.2,1.0,MANUAL,N,IR,,,N,16.751825,81.673865
TPAK,THERMAL POWER STATION SDG FOR APGENCO KONDAPALLI,BZA,SC,KRISHNA,ANDHRA PRADESH,00:00,23:59,PRVT-SDNG,2.2,24.0,MECHANICAL,N,APGC,,,N,16.623856,80.546522
VIPN,M/S. VIMLA INFRASTRUCTURE(INDIA) PVT.  LTD.,BZA,SC,VISAKHAPATANAM,ANDHRA PRADESH,,,PRVT-SDNG,1.3,3.0,MANUAL,N,VIIL,,,N,17.606271,82.890558
CCTC,M/S CHETTINAD CEMENT CORPORATION PRIVATE LIMITED,GNT,SC,GUNTUR,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,8.2,,,,,,,,16.527487,79.802823
CEM,CHEEKATEGALAPALEM,GNT,SC,GUNTUR,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,1.8,,,,,,,,16.01698,79.69323
CNGT,GUNTUR JN. CONCOR SIDING,GNT,SC,GUNTUR,ANDHRA PRADESH,,,PRVT-SDNG,1.9,2.0,MECHANICAL,N,CONR,,,N,16.3100904,80.4582728
CTYL,CHITYALA,GNT,SC,NALGONDA,TELANGANA,06:00,22:00,GOODS-SHED,8.0,3.0,MANUAL,N,IR,,,N,17.221876,79.135858
FCIM,"FOOD CORP. OF INDIA, MIRVALAGUDA",GNT,SC,NALGONDA,TELANGANA,06:00,22:00,PRVT-SDNG,1.5,2.0,MANUAL,Y,FCI,,,N,16.860652,79.533763
ICLV,THE INDIA CEMENTS LIMITED,GNT,SC,NALGONDA,TELANGANA,00:00,23:59,PRVT-SDNG,6.9,5.0,MANUAL,N,ICML,,,N,16.705588,79.638777
MDCJ,M/S.DECCAN CEMENTS LTD,GNT,SC,NALGONDA,TELANGANA,,,PRVT-SDNG,4.0,2.0,MECHANICAL,N,DCLV,,,N,16.7247377,79.7037868
MLGC,M/S MPL LOGISTICS  HUB PRIVATE  LIMITED,GNT,SC,NALGONDA,TELANGANA,06:00,22:00,PRVT-SDNG,2.8,,,,,,,,17.221876,79.135858
MPJP,M/S.PENNA CEMENTS LIMITED,GNT,SC,NALGONDA,TELANGANA,,,PRVT-SDNG,2.1,2.0,MANUAL,N,PNCL,,,N,16.7247377,79.7037868
MRGA,MIRYALAGUDA,GNT,SC,NALGONDA,TELANGANA,06:00,22:00,CRT,6.6,2.0,MANUAL,Y,IR,,,N,16.860145,79.53389999
MUK,MUNUMAKA,GNT,SC,GUNTUR,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,1.0,,,,,,,,16.19014,79.98086
MWMS,MATRIX WAREHOUSING PVT. LTD.,GNT,SC,NALGONDA,TELANGANA,06:00,18:00,PRVT-SDNG,4.9,1.0,MANUAL,Y,FCI,,,N,16.860652,79.533763
NDKD,NADIKUDE JN.,GNT,SC,GUNTUR,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,4.3,1.0,MANUAL,N,IR,,,N,16.59057925,79.72454325
NDKD,NADIKUDE JN.,GNT,SC,GUNTUR,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,5.8,1.0,MANUAL,N,IR,,,N,16.59057925,79.72454325
NDKD,NADIKUDE JN.,GNT,SC,GUNTUR,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,7.7,1.0,MANUAL,N,IR,,,N,16.59057925,79.72454325
NDL,NANDYAL,GNT,SC,KURNOOL,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,4.1,2.0,MANUAL,N,IR,,,N,15.468074,78.472595
NLDA,NALGONDA,GNT,SC,NALGONDA,TELANGANA,06:00,22:00,GOODS-SHED,5.3,1.0,MANUAL,N,IR,,,N,17.0611,79.283138
NLPD,NALLA PADU JN.,GNT,SC,GUNTUR,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,8.4,6.0,MANUAL,N,IR,,,N,16.307923,80.397052
PFCI,"FOOD CORP. OF INDIA, NALGONDA",GNT,SC,NALGONDA,TELANGANA,06:00,22:00,PRVT-SDNG,1.2,3.0,MANUAL,Y,IR,,,N,17.06101,79.283266
PLIN,M/S LAKSHMI NARASIMHA SWAMY INFRASTRUCTURE PVT LTD,GNT,SC,YADADRI BHUVANAGIRI,TELANGANA,06:00,22:00,PRVT-SDNG,2.5,1.0,MANUAL,Y,IR,,,N,17.423141,78.94058
REP,REDDIPALEM,GNT,SC,GUNTUR,ANDHRA PRADESH,00:00,23:59,GOODS-SHED,1.6,2.0,MANUAL,N,IR,,,N,16.313806,80.459983
SBWT,M/S SAI BALAJI WAREHOUSING AND LOGISTICS PRIVATE LIMITED,GNT,SC,NALGONDA,TELANGANA,06:00,22:00,PRVT-SDNG,8.6,,,,,,,,17.0056526,79.423835
VNUP,VISHNUPURAM,GNT,SC,NALGONDA,TELANGANA,00:00,23:59,GOODS-SHED,7.2,1.0,MANUAL,N,IR,,,N,16.70433,79.639443
ACPC,M/S ARJAS STEEL PRIVATE LTD SDG SERVED BY CLPE RLY STN GTL,GTL,SC,ANANTAPUR,ANDHRA PRADESH,,,PRVT-SDNG,8.1,6.0,MECHANICAL,N,GRDU,,,N,14.876608,78.034318
AD,ADONI,GTL,SC,KURNOOL,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,9.2,1.0,MANUAL,N,IR,,,N,15.61690278,77.27511667
ARVY,ARV CEMENT SOCIETY AND ACC LTD,GTL,SC,RAICHUR,KARNATAKA,06:00,22:00,PRVT-SDNG,7.6,3.0,MECHANICAL,N,KPC,,,N,16.384832,77.327056
BGNP,BANAGANAPALLE,GTL,SC,KURNOOL,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,6.0,1.0,BOTH,N,IR,,,N,15.322118,78.250438
BMH,BETAMCHERLA,GTL,SC,KURNOOL,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,1.8,3.0,MANUAL,N,IR,,,N,15.44922,78.14848
CTO,CHITTOOR,GTL,SC,CHITTOOR,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,3.8,2.0,MANUAL,Y,IR,,,N,13.219225,79.103456
ECRG,"M/S ELECTROSTEEL CASTINGS LTD SIDING, SERVED BY RCG RLY STN",GTL,SC,CHITTOOR,ANDHRA PRADESH,,,PRVT-SDNG,5.1,,,,,,,,13.714371,79.629593
FCIZ,"FOOD CORP. OF INDIA, ZANGALAPALLE",GTL,SC,ANANTAPUR,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,1.5,,MANUAL,,FCI,,,N,14.591724,77.640724
GTLW,GUNTAKAL WEST,GTL,SC,ANANTAPUR,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,6.7,1.0,MECHANICAL,N,IR,,,,15.167097,77.342488
GVSG,"FOOD CORP. OF INDIA,TIMMANACHERLA",GTL,SC,ANANTAPUR,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,3.1,2.0,MANUAL,Y,IR,,,N,15.163436,77.394047
GY,GOOTY JN.,GTL,SC,ANANTAPUR,ANDHRA PRADESH,00:00,23:59,GOODS-SHED,1.5,,MECHANICAL,N,IR,,,N,15.14979544,77.62537507
HGI,HAGARI,GTL,SC,BALLARI,KARNATAKA,06:00,22:00,CRT,6.8,,,,,,,,15.151124,77.055036
HPOB,HINDUSTAN PETROLEUM OIL DEPOT SIDING,GTL,SC,Y.S.R.,ANDHRA PRADESH,,,PRVT-SDNG,3.2,3.0,MECHANICAL,N,HPC,,,Y,14.4090827,78.96979317
HX,CUDDAPAH,GTL,SC,Y.S.R.,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,6.3,1.0,MANUAL,N,IR,,,N,14.451049,78.8296895
ICLS,THE INDIA CEMENTS LIMITED,GTL,SC,Y.S.R.,ANDHRA PRADESH,00:00,23:59,PRVT-SDNG,5.3,9.0,MANUAL,N,IR,,,N,14.667297,78.470364
IOND,M/S INDIAN OIL CORPORATION,GTL,SC,ANANTAPUR,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,2.4,,,,,,,,15.1656075,77.47987109
JOWY,M/S. JAGADISH OTHERS FCI/APSWC SIDING SRVD BY YERPEDU STN,GTL,SC,CHITTOOR,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,9.7,1.0,MANUAL,Y,,,,N,13.688688,79.578094
JSCP,M/S JSW CEMENT LIMITED,GTL,SC,KURNOOL,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,7.7,,,,,,,,15.50116,78.339558
KOU,KODURU,GTL,SC,Y.S.R.,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,6.3,1.0,MANUAL,N,IR,,,N,13.9484,79.34651
KPCC,"KARNATAKA POWER CORP. LTD, YADALPUR",GTL,SC,RAICHUR,KARNATAKA,00:00,23:59,PRVT-SDNG,6.1,22.0,MECHANICAL,N,KPC,,,Y,16.384832,77.327056
KPU,KRISHNAPURAM,GTL,SC,Y.S.R.,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,7.5,1.0,MANUAL,N,IR,,,N,14.496376,78.7744686
MALM,MANTHRALAYAM ROAD,GTL,SC,KURNOOL,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,1.9,0.0,MANUAL,N,IR,,,N,15.94444444,77.29777778
MBCY,BHARATHI CEMENTS COR. LTD.,GTL,SC,Y.S.R.,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,1.1,5.0,MECHANICAL,N,BCCP,,,N,14.642718,78.534393
MBPG,"M/S.BHARAT PETROLEUM CORPORATION LTD,SDG SERVED BY GOOTY STN",GTL,SC,ANANTAPUR,ANDHRA PRADESH,,,PRVT-SDNG,9.9,2.0,MECHANICAL,N,IR,,,Y,15.149518,77.626133
MDCS,M/S.DALMIA CEMENTS (BHARAT) LIMITED,GTL,SC,Y.S.R.,ANDHRA PRADESH,,,PRVT-SDNG,9.5,2.0,MECHANICAL,N,DC,,,N,14.908087,78.38729
MLK,MALKAPURAM,GTL,SC,KURNOOL,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,2.1,4.0,MECHANICAL,N,IR,,,N,15.36918,77.96745
MOO,MUDDANURU,GTL,SC,Y.S.R.,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,3.3,,BOTH,N,IR,,,N,14.689286,78.396596
MPCJ,PENNA CEMENTS INDUSTRIES LTD SIDING,GTL,SC,ANANTAPUR,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,6.5,6.0,MECHANICAL,N,PNCL,,,N,14.978617,77.897873
MYL,MALLIYALA,GTL,SC,KURNOOL,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,1.2,5.0,MECHANICAL,N,IR,,,N,15.39703304,77.77515734
MZCY,"ZUARI CEMENTS (FORMERLY TEXMACO), YERRA GUNTLA",GTL,SC,Y.S.R.,ANDHRA PRADESH,00:00,23:59,PRVT-SDNG,1.1,10.0,MECHANICAL,N,MZCY,,,N,14.642718,78.534393
PCMB,PANYAM CEMENTS AND MINERAL INDUSTRIES LTD SIDING,GTL,SC,KURNOOL,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,6.0,5.0,MANUAL,N,IR,,,N,15.48627233,78.19536209
PNM,PANYAM,GTL,SC,KURNOOL,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,9.8,4.0,MECHANICAL,N,IR,,,N,15.50043,78.34094
PSPY,PRASANNAYA PALLI,GTL,SC,ANANTAPUR,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,4.8,,,,,,,,14.64956,77.59488
RC,RAICHUR,GTL,SC,RAICHUR,KARNATAKA,06:00,22:00,GOODS-SHED,8.2,2.0,MANUAL,N,IR,,,N,16.192091,77.338815
RCG,RACHAGUNNERI,GTL,SC,CHITTOOR,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,6.5,1.0,MECHANICAL,N,IR,,,N,13.714979,79.630972
RGM,RANGAPURAM,GTL,SC,KURNOOL,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,3.9,3.0,MECHANICAL,N,IR,,,N,15.40654,78.05919
RLO,RAYALCHERUVU,GTL,SC,ANANTAPUR,ANDHRA PRADESH,00:00,23:59,GOODS-SHED,4.2,1.0,MECHANICAL,N,IR,,,N,15.05540112,77.82016842
RPOS,"RAICHUR PUBLIC OIL SIDING, RAICHUR",GTL,SC,RAICHUR,KARNATAKA,06:00,18:00,RLY-SDNG,3.8,1.0,MECHANICAL,N,RPCL,,,Y,16.192091,77.338815
RTPM,APSEB (RAYALASEEMA THERMAL PWR PLT SDG FOR APGENCO)MUDDANURU,GTL,SC,Y.S.R.,ANDHRA PRADESH,00:00,23:59,PRVT-SDNG,3.3,15.0,MECHANICAL,N,RAYA,,,Y,14.688885,78.395863
RU,RENIGUNTA JN.,GTL,SC,CHITTOOR,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,2.3,1.0,MANUAL,N,IR,,,N,13.6366,79.506601
SADP,SAIDAPUR,GTL,SC,RAICHUR,KARNATAKA,06:00,22:00,GOODS-SHED,1.2,1.0,MANUAL,N,IR,,,N,16.570636,77.249838
TU,TADIPATRI,GTL,SC,ANANTAPUR,ANDHRA PRADESH,00:00,23:59,CRT,5.8,2.0,MECHANICAL,N,IR,,,N,14.907298,77.978725
UCLJ,M/S ULTRA TECH.CEMENT LTD,GTL,SC,ANANTAPUR,ANDHRA PRADESH,00:00,23:59,PRVT-SDNG,5.8,13.0,MECHANICAL,N,UTCL,,,Y,14.978617,77.897873
YG,YADGIR,GTL,SC,RAICHUR,KARNATAKA,06:00,22:00,GOODS-SHED,3.1,1.0,MANUAL,N,IR,,,N,16.744453,77.129575
YLK,YELLAKARU,GTL,SC,SPSR NELLORE,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,5.1,12.0,MANUAL,N,IR,,,N,13.84645,79.64982
YTPY,M/S YERMARAS THERMAL POWER STATION,GTL,SC,RAICHUR,KARNATAKA,,,PRVT-SDNG,6.0,20.0,MECHANICAL,N,RPCL,,,Y,16.272152,77.34714
ZPL,ZANGALAPALLE,GTL,SC,ANANTAPUR,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,6.2,,,,,,,,14.58993,77.64184
ALPR,ALAM PUR ROAD,HYB,SC,MAHABUBNAGAR,TELANGANA,06:00,22:00,GOODS-SHED,2.4,,MANUAL,N,IR,,,N,15.89558611,78.0467
ALPR,ALAM PUR ROAD,HYB,SC,MAHABUBNAGAR,TELANGANA,06:00,22:00,GOODS-SHED,6.4,,MANUAL,N,IR,,,N,15.89558611,78.0467
ALPR,ALAM PUR ROAD,HYB,SC,MAHABUBNAGAR,TELANGANA,06:00,22:00,GOODS-SHED,8.6,,MANUAL,N,IR,,,N,15.89558611,78.0467
BABR,BALANAGAR,HYB,SC,MAHABUBNAGAR,TELANGANA,06:00,22:00,GOODS-SHED,6.3,1.0,BOTH,N,IR,,,N,16.94801389,78.18948333
BDHN,BODHAN,HYB,SC,NIZAMABAD,TELANGANA,06:00,22:00,GOODS-SHED,7.1,1.0,MANUAL,N,IR,,,N,18.64603333,77.88824444
DHP,DICHPALLI,HYB,SC,NIZAMABAD,TELANGANA,06:00,22:00,GOODS-SHED,9.5,,,,,,,,18.613625,78.19508333
DPMT,M/S DP WORLD MULTIMODAL LOGISTICS HYDERABAD PRIVATE LIMITED,HYB,SC,RANGA REDDY,TELANGANA,06:00,22:00,PRVT-SDNG,2.4,,,,,,,,17.169577,78.288574
GJWL,GAJWEL,HYB,SC,NIZAMABAD,TELANGANA,06:00,22:00,GOODS-SHED,3.3,,,,,,,,18.32554444,78.33566667
GLY,GOLLAPALLI,HYB,SC,MAHABUBNAGAR,TELANGANA,06:00,22:00,GOODS-SHED,2.1,,,,,,,,16.81905,78.15772222
GWD,GADWAL,HYB,SC,MAHABUBNAGAR,TELANGANA,06:00,22:00,GOODS-SHED,8.7,1.0,MANUAL,N,IR,,,N,16.22475,77.8096
JCL,JADCHARLA,HYB,SC,MAHABUBNAGAR,TELANGANA,06:00,22:00,GOODS-SHED,8.2,1.0,MANUAL,N,IR,,,N,16.75288056,78.14177778
JKTP,JUKAL,HYB,SC,RANGA REDDY,TELANGANA,06:00,22:00,GOODS-SHED,5.9,,,,,,,,17.263162,78.393373
KMC,KAMAREDDI,HYB,SC,NIZAMABAD,TELANGANA,06:00,22:00,GOODS-SHED,2.9,1.0,MANUAL,N,IR,,,N,18.32554444,78.33566667
KQQ,KAUKUNTLA,HYB,SC,MAHABUBNAGAR,TELANGANA,06:00,22:00,GOODS-SHED,4.3,,MECHANICAL,N,IR,,,N,16.53883889,77.85079167
KRNT,KURNOOL CITY,HYB,SC,KURNOOL,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,3.8,2.0,MANUAL,N,IR,,,N,15.83326389,78.03269167
MBNR,MAHBUBNAGAR,HYB,SC,MAHABUBNAGAR,TELANGANA,06:00,22:00,GOODS-SHED,7.2,1.0,MANUAL,N,IR,,,N,16.75739444,77.99919722
MDAK,MEDAK,HYB,SC,MEDAK,TELANGANA,06:00,22:00,GOODS-SHED,1.0,,,,,,,,18.111103,78.396549
NZB,NIZAMABAD,HYB,SC,NIZAMABAD,TELANGANA,06:00,22:00,CRT,1.8,2.0,MANUAL,N,IR,,,N,18.678875,78.10313056
SIPT,SIDDIPET,HYB,SC,NIZAMABAD,TELANGANA,06:00,22:00,GOODS-SHED,9.2,,,,,,,,18.32544,78.335438
SLVK,SRI LAKSHMI VENKATESHWARA WAREHOUSING AND PFT PRIVATE LTD,HYB,SC,MAHABUBNAGAR,TELANGANA,06:00,22:00,PRVT-SDNG,4.1,1.0,MANUAL,Y,SLVK,,,N,16.538962,77.850451
SVN,SIVUNGAON,HYB,SC,NANDED,MAHARASHTRA,06:00,22:00,GOODS-SHED,9.0,,,,,,,,19.10835278,77.54465
UPW,UPPALAVAI,HYB,SC,NIZAMABAD,TELANGANA,,,GOODS-SHED,6.2,1.0,MECHANICAL,N,IR,,,N,18.42469444,78.31596944
VDI,VELDURTI,HYB,SC,KURNOOL,ANDHRA PRADESH,06:00,22:00,CRT,8.9,1.0,MECHANICAL,N,IR,,,N,15.553425,77.927475
WDR,WADIARAM,HYB,SC,MEDAK,TELANGANA,06:00,22:00,PRVT-SDNG,5.5,1.0,MECHANICAL,N,IR,,,N,17.97244722,78.45525833
ADB,ADILABAD,NED,SC,ADILABAD,TELANGANA,06:00,22:00,GOODS-SHED,7.5,1.0,MANUAL,N,IR,NED,,N,19.67955556,78.53423889
AWB,AURANGABAD,NED,SC,AURANGABAD,MAHARASHTRA,06:00,22:00,GOODS-SHED,1.4,2.0,MANUAL,N,IR,AWB,,N,19.8597,75.31066111
BMF,BASMAT,NED,SC,HINGOLI,MAHARASHTRA,06:00,22:00,GOODS-SHED,2.0,3.0,MANUAL,N,IR,NED,,N,19.33277222,77.15121389
DCCS,DAULATABAD CONCOR SIDING,NED,SC,AURANGABAD,MAHARASHTRA,,,PRVT-SDNG,8.4,1.0,MECHANICAL,N,CONR,,,N,19.916387,75.210514
